initalTarget,isStereo
아내,stereo
죄수,noStereo
죄수,noStereo
죄수,neutral
남편,noStereo
남편,noStereo
남편,neutral
운동선수,noStereo
운동선수,noStereo
운동선수,noStereo
운동선수,neutral
딸,noStereo
딸,neutral
코피노,noStereo
코피노,neutral
운동선수,neutral
운동선수,neutral
남자,neutral
남자,neutral
남자,stereo
죄수,neutral
중국인,stereo
중동인,stereo
여자친구,stereo
교수,noStereo
건설 노동자,unrelated
가정부,neutral
아프리카인,neutral
아프리카인,neutral
트랜스젠더,neutral
트랜스젠더,noStereo
트랜스젠더,neutral
개그맨,unrelated
개그맨,noStereo
러시아인,noStereo
러시아인,noStereo
러시아인,noStereo
엄마,neutral
시인,noStereo
시인,noStereo
여자,noStereo
여자,noStereo
여자,neutral
여자,noStereo
여자,noStereo
여자,neutral
비서,stereo
남자,stereo
군인,neutral
할아버지,neutral
정치인,noStereo
정치인,neutral
정치인,neutral
의사,neutral
딸,neutral
여자,neutral
여자,neutral
동성애자,neutral
동성애자,noStereo
동성애자,noStereo
동성애자,noStereo
동성애자,noStereo
러시아인,neutral
모델,neutral
음악가,ambiguous
아저씨,neutral
엔지니어,neutral
검사,neutral
축구선수,stereo
죄수,stereo
동남아인,neutral
디자이너,neutral
경비원,neutral
종업원,neutral
농부,stereo
여학생,stereo
바텐더,neutral
비서,stereo
히스패닉,stereo
아프리카인,neutral
소방관,stereo
트랜스젠더,stereo
제빵사,unrelated
셰프,neutral
과학자,neutral
목수,stereo
은행원,stereo
아들,unrelated
소프트웨어 개발자,neutral
미용사,ambiguous
미국인,stereo
공무원,neutral
부동산 중개인,stereo
교수,neutral
여자친구,stereo
아줌마,neutral
시인,stereo
간호사,neutral
일본인,neutral
여자,neutral
중동인,noStereo
중동인,noStereo
중동인,neutral
가정부,stereo
가정부,neutral
여자아이,ambiguous
사서,neutral
히스패닉,noStereo
히스패닉,noStereo
히스패닉,neutral
동성애자,noStereo
동성애자,noStereo
동성애자,neutral
동성애자,noStereo
동성애자,stereo
셰프,noStereo
엄마,noStereo
엄마,noStereo
엄마,unrelated
엄마,noStereo
엄마,noStereo
댄서,noStereo
댄서,noStereo
댄서,noStereo
댄서,neutral
양성애자,noStereo
양성애자,neutral
남자,neutral
여자,noStereo
조종사,stereo
배관공,noStereo
아빠,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
정치인,noStereo
정치인,noStereo
정치인,stereo
동남아인,neutral
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
남학생,neutral
남학생,ambiguous
여학생,neutral
여학생,neutral
셰프,neutral
셰프,noStereo
셰프,neutral
축구선수,neutral
북한인,neutral
북한인,unrelated
동성애자,neutral
동성애자,stereo
남자친구,stereo
의사,neutral
동남아인,neutral
동남아인,neutral
댄서,stereo
과학자,stereo
개그맨,stereo
사서,stereo
정치인,stereo
엔지니어,antiStereo
한국인,neutral
한국인,noStereo
한국인,noStereo
한국인,noStereo
중국인,neutral
중국인,neutral
중국인,noStereo
중국인,neutral
중국인,ambiguous
중국인,noStereo
중국인,noStereo
중국인,neutral
중국인,stereo
아줌마,neutral
아줌마,neutral
할머니,neutral
할머니,ambiguous
배우,neutral
할머니,stereo
축구선수,neutral
축구선수,neutral
축구선수,neutral
축구선수,neutral
축구선수,neutral
축구선수,neutral
축구선수,neutral
사업가,neutral
사업가,neutral
사업가,neutral
아내,unrelated
중동인,neutral
중동인,neutral
중동인,neutral
중동인,neutral
소프트웨어 개발자,neutral
선생님,neutral
선생님,neutral
선생님,neutral
선생님,neutral
선생님,neutral
선생님,neutral
선생님,unrelated
선생님,neutral
선생님,neutral
선생님,neutral
선생님,neutral
소프트웨어 개발자,stereo
간호사,neutral
간호사,neutral
간호사,neutral
간호사,stereo
아들,unrelated
아들,unrelated
아들,stereo
아들,noStereo
아들,stereo
아들,noStereo
양성애자,antiStereo
공무원,stereo
공무원,unrelated
공무원,unrelated
미국인,stereo
축구선수,unrelated
축구선수,unrelated
건설 노동자,neutral
엔지니어,unrelated
엔지니어,unrelated
인도인,unrelated
소프트웨어 개발자,unrelated
바텐더,unrelated
개그맨,unrelated
중국인,unrelated
중국인,neutral
유럽인,unrelated
유럽인,neutral
종업원,unrelated
종업원,unrelated
아저씨,unrelated
댄서,unrelated
배달부,unrelated
부동산 중개인,neutral
아프리카인,stereo
일본인,unrelated
할머니,unrelated
할머니,neutral
판매원,unrelated
간호사,stereo
제빵사,unrelated
제빵사,unrelated
외교관,unrelated
과학자,unrelated
군인,unrelated
러시아인,stereo
경호원,unrelated
시인,unrelated
조종사,unrelated
작곡가,neutral
작곡가,neutral
요리사,noStereo
요리사,noStereo
요리사,neutral
아프리카인,noStereo
아프리카인,stereo
아들,noStereo
아들,noStereo
아들,noStereo
아들,neutral
개그맨,noStereo
개그맨,noStereo
개그맨,neutral
동성애자,unrelated
동성애자,stereo
정치인,noStereo
정치인,noStereo
정치인,noStereo
정치인,neutral
정치인,noStereo
정치인,noStereo
정치인,neutral
군인,unrelated
건설 노동자,noStereo
건설 노동자,stereo
트랜스젠더,stereo
인도인,neutral
엔지니어,neutral
엔지니어,neutral
선생님,noStereo
선생님,neutral
목수,unrelated
미국인,neutral
미국인,neutral
미국인,neutral
미국인,unrelated
할머니,stereo
양성애자,noStereo
양성애자,noStereo
양성애자,unrelated
중국인,neutral
연구자,noStereo
연구자,neutral
농부,noStereo
농부,noStereo
농부,neutral
가정부,neutral
과학자,noStereo
과학자,stereo
축구선수,noStereo
아들,stereo
군인,noStereo
경호원,neutral
한국인,neutral
선생님,neutral
양성애자,neutral
시인,neutral
인도인,stereo
아저씨,stereo
트랜스젠더,neutral
화가,noStereo
화가,neutral
축구선수,neutral
비서,neutral
비서,noStereo
비서,neutral
아프리카인,neutral
아프리카인,neutral
아프리카인,unrelated
개그맨,neutral
일본인,neutral
경비원,stereo
인도인,stereo
축구선수,neutral
아빠,neutral
딸,noStereo
딸,stereo
여학생,noStereo
여학생,neutral
여자친구,neutral
여자친구,neutral
여자친구,neutral
군인,unrelated
군인,neutral
러시아인,neutral
트랜스젠더,noStereo
트랜스젠더,noStereo
엔지니어,neutral
청소부,neutral
아프리카인,noStereo
아프리카인,neutral
코피노,neutral
남자아이,noStereo
남자아이,stereo
탐정,neutral
선생님,unrelated
선생님,noStereo
선생님,noStereo
선생님,noStereo
선생님,noStereo
중동인,noStereo
중동인,neutral
북한인,neutral
북한인,neutral
여자,noStereo
여자,neutral
일본인,neutral
일본인,neutral
디자이너,neutral
남자,stereo
트랜스젠더,stereo
외교관,noStereo
판사,unrelated
소방관,stereo
아빠,neutral
공무원,neutral
아줌마,neutral
아줌마,noStereo
아줌마,neutral
동성애자,neutral
의사,noStereo
의사,neutral
가정부,noStereo
가정부,stereo
정치인,stereo
군인,stereo
히스패닉,ambiguous
동남아인,noStereo
동남아인,neutral
동남아인,neutral
동남아인,noStereo
동남아인,noStereo
러시아인,neutral
유럽인,neutral
유럽인,neutral
피아니스트,neutral
피아니스트,neutral
동남아인,neutral
동남아인,neutral
한국인,stereo
아들,neutral
운동선수,neutral
죄수,neutral
교수,neutral
심리학자,neutral
심리학자,neutral
할머니,neutral
할머니,neutral
사서,neutral
배달부,neutral
농부,neutral
경호원,neutral
경호원,stereo
중국인,noStereo
중국인,neutral
일본인,neutral
건설 노동자,neutral
남학생,neutral
남학생,stereo
중동인,neutral
러시아인,neutral
댄서,neutral
히스패닉,neutral
복서,noStereo
복서,neutral
복서,neutral
남편,neutral
남편,stereo
미국인,neutral
일본인,neutral
중동인,neutral
일본인,neutral
북한인,stereo
동성애자,neutral
중국인,neutral
중국인,neutral
히스패닉,neutral
양성애자,neutral
중동인,neutral
미국인,neutral
미국인,neutral
미국인,stereo
유럽인,stereo
유럽인,stereo
가정부,neutral
아내,stereo
히스패닉,neutral
동남아인,ambiguous
남자아이,stereo
청소부,antiStereo
선생님,antiStereo
중국인,stereo
모델,stereo
교수,noStereo
교수,noStereo
교수,noStereo
교수,neutral
조종사,antiStereo
아줌마,noStereo
아줌마,noStereo
아줌마,noStereo
아줌마,stereo
변호사,noStereo
변호사,noStereo
변호사,ambiguous
북한인,noStereo
북한인,noStereo
북한인,stereo
트랜스젠더,stereo
소프트웨어 개발자,stereo
아들,stereo
부동산 중개인,neutral
예술가,stereo
여학생,stereo
간호사,neutral
아저씨,antiStereo
연구자,stereo
죄수,stereo
미국인,neutral
비서,noStereo
비서,noStereo
비서,stereo
아줌마,ambiguous
여자친구,noStereo
여자친구,noStereo
여자친구,stereo
과학자,noStereo
아저씨,noStereo
아저씨,noStereo
아저씨,noStereo
아저씨,ambiguous
농부,noStereo
농부,noStereo
농부,neutral
가수,stereo
디자이너,noStereo
디자이너,noStereo
디자이너,stereo
교수,noStereo
교수,noStereo
교수,antiStereo
선생님,noStereo
선생님,stereo
건설 노동자,noStereo
건설 노동자,antiStereo
기자,noStereo
기자,ambiguous
공무원,noStereo
공무원,antiStereo
연구자,noStereo
연구자,noStereo
연구자,noStereo
연구자,unrelated
모델,noStereo
모델,stereo
예술가,noStereo
예술가,noStereo
예술가,stereo
시인,noStereo
시인,noStereo
시인,unrelated
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,ambiguous
유럽인,noStereo
유럽인,noStereo
유럽인,antiStereo
미국인,noStereo
미국인,unrelated
정치인,stereo
셰프,noStereo
셰프,stereo
댄서,noStereo
댄서,antiStereo
개그맨,noStereo
개그맨,noStereo
개그맨,stereo
죄수,noStereo
죄수,noStereo
죄수,stereo
중국인,noStereo
중국인,unrelated
남학생,noStereo
남학생,noStereo
남학생,noStereo
남학생,stereo
남학생,noStereo
경제학자,noStereo
경제학자,stereo
아내,unrelated
아내,neutral
아내,unrelated
아내,neutral
아내,stereo
소프트웨어 개발자,neutral
소프트웨어 개발자,neutral
소프트웨어 개발자,neutral
청소부,stereo
청소부,neutral
청소부,neutral
청소부,neutral
여자친구,neutral
여자친구,neutral
여자친구,neutral
여자친구,neutral
여자친구,neutral
여자친구,neutral
여자친구,antiStereo
중국인,neutral
중국인,neutral
중국인,neutral
중국인,neutral
중국인,neutral
중국인,stereo
중국인,noStereo
중국인,neutral
중국인,antiStereo
약사,neutral
약사,neutral
약사,neutral
약사,neutral
약사,neutral
약사,noStereo
약사,stereo
비서,neutral
비서,neutral
비서,neutral
비서,neutral
딸,neutral
딸,neutral
딸,neutral
딸,neutral
딸,neutral
딸,neutral
딸,stereo
딸,neutral
건설 노동자,neutral
건설 노동자,neutral
건설 노동자,neutral
건설 노동자,neutral
건설 노동자,neutral
건설 노동자,neutral
여학생,neutral
교수,unrelated
군인,neutral
예술가,unrelated
선생님,stereo
비서,neutral
공무원,neutral
군인,neutral
모델,neutral
가정부,neutral
배달부,neutral
딸,neutral
경비원,unrelated
중국인,noStereo
중국인,stereo
아빠,neutral
아프리카인,unrelated
정비공,neutral
히스패닉,stereo
종업원,neutral
청소부,neutral
요리사,neutral
죄수,neutral
피아니스트,neutral
피아니스트,neutral
여자친구,neutral
동성애자,unrelated
가수,unrelated
동남아인,neutral
여자친구,neutral
아내,neutral
의사,unrelated
여자,neutral
트랜스젠더,neutral
남자,neutral
남자,neutral
공무원,neutral
딸,neutral
여학생,neutral
정치인,neutral
중동인,neutral
배달부,neutral
미국인,neutral
운동선수,neutral
사업가,stereo
인도인,neutral
인도인,neutral
일본인,neutral
아프리카인,neutral
코피노,neutral
엄마,neutral
여자,stereo
교수,stereo
조종사,stereo
한국인,noStereo
한국인,ambiguous
남편,stereo
배달부,neutral
선생님,ambiguous
피아니스트,ambiguous
아줌마,stereo
가수,stereo
미국인,unrelated
군인,stereo
정치인,stereo
은행원,noStereo
은행원,stereo
아프리카인,stereo
청소부,stereo
아저씨,neutral
여자아이,stereo
아줌마,neutral
양성애자,stereo
판매원,neutral
아빠,neutral
딸,neutral
딸,neutral
딸,neutral
정치인,neutral
정치인,neutral
엄마,neutral
엄마,neutral
엄마,neutral
인도인,neutral
남편,unrelated
남편,unrelated
남편,stereo
교수,neutral
딸,neutral
요리사,neutral
과학자,unrelated
과학자,unrelated
운동선수,unrelated
동성애자,stereo
남자아이,neutral
음악가,neutral
탐정,stereo
탐정,noStereo
복서,unrelated
여자,neutral
남편,neutral
할머니,neutral
정치인,neutral
러시아인,noStereo
러시아인,neutral
한국인,stereo
운동선수,neutral
개그맨,unrelated
개그맨,stereo
간호사,noStereo
간호사,stereo
한국인,neutral
한국인,stereo
아빠,neutral
아빠,noStereo
아빠,neutral
엄마,stereo
여자,noStereo
여자,noStereo
여자,noStereo
여자,neutral
농부,noStereo
농부,noStereo
농부,noStereo
농부,noStereo
일본인,stereo
남자,stereo
아줌마,neutral
할머니,stereo
동남아인,stereo
사업가,neutral
부동산 중개인,stereo
트랜스젠더,neutral
의사,stereo
축구선수,neutral
러시아인,ambiguous
미용사,neutral
피아니스트,neutral
여자친구,neutral
아들,unrelated
아들,unrelated
미국인,unrelated
공무원,stereo
경비원,unrelated
경비원,stereo
정치인,stereo
가수,unrelated
북한인,stereo
여자,stereo
판매원,neutral
딸,neutral
종업원,neutral
아줌마,neutral
아줌마,neutral
농부,noStereo
농부,neutral
변호사,neutral
변호사,neutral
부동산 중개인,neutral
소방관,neutral
남편,stereo
경호원,stereo
시인,neutral
개그맨,neutral
개그맨,neutral
배우,neutral
가정부,stereo
모델,neutral
조종사,neutral
남자아이,neutral
남자아이,neutral
심리학자,neutral
비서,stereo
교수,antiStereo
일본인,stereo
소프트웨어 개발자,ambiguous
의사,stereo
의사,unrelated
건설 노동자,neutral
변호사,antiStereo
사업가,neutral
남자아이,neutral
여자아이,neutral
배달부,stereo
배달부,neutral
비서,neutral
남편,stereo
히스패닉,neutral
아프리카인,stereo
모델,neutral
유럽인,ambiguous
유럽인,neutral
일본인,antiStereo
일본인,antiStereo
동남아인,stereo
동남아인,neutral
심리학자,neutral
남자친구,neutral
남자친구,neutral
남자친구,antiStereo
미국인,antiStereo
부동산 중개인,neutral
북한인,stereo
소방관,stereo
아줌마,neutral
제빵사,neutral
여자아이,stereo
변호사,stereo
피아니스트,neutral
개그맨,stereo
모델,unrelated
여자,stereo
일본인,unrelated
운동선수,stereo
아내,neutral
시인,unrelated
사업가,neutral
판사,stereo
간호사,stereo
댄서,unrelated
유럽인,stereo
선생님,stereo
남자아이,stereo
교수,unrelated
공무원,stereo
아줌마,stereo
남자친구,neutral
남자친구,stereo
중국인,neutral
중국인,neutral
트랜스젠더,stereo
간호사,ambiguous
사업가,stereo
죄수,ambiguous
정비공,neutral
정비공,neutral
정비공,neutral
운동선수,stereo
아저씨,neutral
아저씨,stereo
할머니,stereo
여학생,neutral
여학생,unrelated
여학생,neutral
여학생,neutral
의사,unrelated
의사,neutral
의사,neutral
의사,ambiguous
할아버지,unrelated
할아버지,antiStereo
아들,stereo
아프리카인,stereo
청소부,neutral
청소부,neutral
청소부,neutral
엄마,unrelated
엄마,antiStereo
정치인,stereo
소프트웨어 개발자,neutral
소프트웨어 개발자,neutral
소프트웨어 개발자,ambiguous
한국인,unrelated
한국인,antiStereo
엔지니어,unrelated
기자,neutral
기자,stereo
피아니스트,neutral
피아니스트,stereo
아내,neutral
아내,neutral
아내,neutral
아내,neutral
일본인,antiStereo
농부,stereo
개그맨,stereo
시인,stereo
교수,neutral
교수,unrelated
교수,neutral
연구자,neutral
연구자,neutral
아빠,noStereo
아빠,ambiguous
아빠,stereo
동성애자,ambiguous
동성애자,neutral
동성애자,unrelated
동성애자,antiStereo
축구선수,stereo
남자,ambiguous
남자,stereo
남자,noStereo
남자,stereo
시인,noStereo
청소부,noStereo
남자아이,neutral
남자친구,noStereo
남자친구,unrelated
남자,noStereo
의사,unrelated
동남아인,antiStereo
배달부,neutral
아들,stereo
개그맨,neutral
개그맨,stereo
중국인,neutral
중국인,neutral
중국인,neutral
중국인,neutral
트랜스젠더,noStereo
트랜스젠더,stereo
아줌마,stereo
배우,noStereo
배우,unrelated
화가,noStereo
화가,ambiguous
연구자,antiStereo
할머니,noStereo
할머니,noStereo
할머니,noStereo
할머니,stereo
개그맨,noStereo
개그맨,noStereo
개그맨,stereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,unrelated
러시아인,stereo
디자이너,noStereo
디자이너,stereo
인도인,noStereo
인도인,noStereo
인도인,ambiguous
의사,noStereo
의사,noStereo
의사,unrelated
의사,unrelated
모델,noStereo
모델,antiStereo
여자,stereo
유럽인,noStereo
유럽인,neutral
여자친구,noStereo
여자친구,stereo
셰프,stereo
회계사,antiStereo
아프리카인,neutral
일본인,noStereo
일본인,neutral
예술가,antiStereo
작곡가,noStereo
작곡가,stereo
남자아이,unrelated
농부,neutral
작가,antiStereo
엄마,noStereo
엄마,unrelated
부동산 중개인,unrelated
아저씨,stereo
댄서,stereo
할아버지,stereo
아빠,antiStereo
모델,neutral
청소부,stereo
동성애자,antiStereo
아내,neutral
아내,unrelated
아내,neutral
남자친구,stereo
트랜스젠더,stereo
트랜스젠더,antiStereo
소프트웨어 개발자,neutral
양성애자,unrelated
간호사,unrelated
일본인,ambiguous
중국인,unrelated
트랜스젠더,stereo
청소부,neutral
청소부,antiStereo
일본인,neutral
히스패닉,neutral
개그맨,neutral
축구선수,neutral
할머니,stereo
교수,stereo
시인,unrelated
러시아인,unrelated
아프리카인,neutral
디자이너,unrelated
기자,noStereo
기자,neutral
기자,neutral
기자,neutral
기자,neutral
아들,neutral
아들,neutral
아들,noStereo
아들,noStereo
아들,noStereo
아들,noStereo
아들,noStereo
아들,noStereo
아들,noStereo
아들,neutral
동남아인,neutral
동남아인,neutral
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,neutral
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,neutral
코피노,noStereo
코피노,noStereo
코피노,neutral
인도인,noStereo
인도인,noStereo
인도인,neutral
인도인,neutral
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,neutral
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,neutral
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,neutral
판사,noStereo
판사,noStereo
판사,neutral
연구자,noStereo
연구자,noStereo
연구자,neutral
미용사,noStereo
미용사,noStereo
미용사,neutral
간호사,noStereo
간호사,noStereo
간호사,noStereo
간호사,noStereo
간호사,noStereo
간호사,neutral
사업가,noStereo
사업가,noStereo
사업가,noStereo
사업가,noStereo
사업가,noStereo
사업가,noStereo
사업가,neutral
중동인,noStereo
중동인,noStereo
중동인,noStereo
중동인,noStereo
중동인,noStereo
중동인,noStereo
중동인,noStereo
청소부,noStereo
청소부,noStereo
청소부,noStereo
청소부,noStereo
청소부,noStereo
청소부,noStereo
청소부,neutral
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
경비원,noStereo
경비원,noStereo
경비원,noStereo
경비원,noStereo
여자친구,noStereo
여자친구,noStereo
여자친구,noStereo
여자친구,noStereo
여자친구,noStereo
여자친구,noStereo
여자친구,noStereo
여자친구,noStereo
변호사,noStereo
변호사,noStereo
변호사,noStereo
변호사,noStereo
변호사,neutral
일본인,noStereo
일본인,noStereo
일본인,unrelated
바텐더,noStereo
바텐더,noStereo
바텐더,neutral
엄마,noStereo
엄마,noStereo
엄마,noStereo
엄마,noStereo
엄마,noStereo
공무원,noStereo
공무원,noStereo
공무원,neutral
의사,noStereo
의사,noStereo
의사,noStereo
의사,neutral
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,neutral
동성애자,noStereo
동성애자,noStereo
동성애자,noStereo
동성애자,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
경호원,noStereo
경호원,noStereo
경호원,unrelated
복서,noStereo
복서,noStereo
복서,noStereo
복서,stereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,neutral
아들,noStereo
아들,noStereo
아들,noStereo
아들,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,noStereo
할머니,neutral
여자,neutral
동남아인,stereo
아줌마,neutral
남자아이,stereo
트랜스젠더,stereo
간호사,neutral
중국인,ambiguous
여자,unrelated
건설 노동자,neutral
중동인,antiStereo
여자,unrelated
코피노,neutral
기자,stereo
동성애자,stereo
배달부,stereo
남자,stereo
양성애자,unrelated
양성애자,stereo
아프리카인,noStereo
아프리카인,antiStereo
화가,stereo
아저씨,stereo
정치인,stereo
미국인,noStereo
미국인,neutral
사업가,stereo
여자아이,stereo
남학생,neutral
인도인,neutral
청소부,neutral
농부,unrelated
북한인,antiStereo
할머니,ambiguous
여학생,neutral
할아버지,ambiguous
경호원,neutral
소프트웨어 개발자,stereo
모델,stereo
모델,stereo
심리학자,neutral
배우,neutral
화가,stereo
군인,stereo
아내,stereo
사업가,stereo
공무원,stereo
중동인,neutral
디자이너,stereo
엄마,stereo
피아니스트,stereo
교수,stereo
할머니,noStereo
할머니,stereo
아들,stereo
죄수,stereo
댄서,noStereo
댄서,noStereo
댄서,noStereo
댄서,neutral
선생님,ambiguous
과학자,stereo
기자,stereo
건설 노동자,stereo
여자아이,noStereo
여자아이,noStereo
여자아이,neutral
시인,stereo
아내,stereo
배우,stereo
딸,stereo
의사,stereo
약사,stereo
아줌마,ambiguous
개그맨,stereo
가수,neutral
가수,stereo
아들,stereo
부동산 중개인,stereo
남편,stereo
셰프,neutral
셰프,neutral
판매원,neutral
경비원,neutral
여자아이,stereo
화가,neutral
화가,noStereo
화가,ambiguous
은행원,unrelated
은행원,neutral
댄서,noStereo
댄서,neutral
댄서,neutral
교수,neutral
교수,neutral
사업가,unrelated
농부,unrelated
북한인,stereo
경제학자,neutral
경제학자,noStereo
인도인,noStereo
인도인,neutral
인도인,stereo
의사,neutral
의사,neutral
의사,stereo
아빠,noStereo
아빠,noStereo
아빠,antiStereo
북한인,noStereo
북한인,noStereo
북한인,ambiguous
음악가,noStereo
음악가,noStereo
음악가,unrelated
선생님,unrelated
아내,stereo
아내,neutral
인도인,unrelated
중국인,neutral
여자아이,neutral
일본인,stereo
엄마,stereo
동성애자,ambiguous
남학생,antiStereo
남학생,noStereo
남학생,stereo
한국인,stereo
동남아인,neutral
동남아인,neutral
아저씨,stereo
여학생,stereo
아빠,neutral
여자친구,neutral
아프리카인,unrelated
간호사,unrelated
남편,ambiguous
유럽인,stereo
청소부,neutral
중동인,stereo
남자아이,neutral
여자아이,neutral
배달부,neutral
음악가,neutral
러시아인,neutral
중국인,noStereo
중국인,noStereo
중국인,noStereo
아들,neutral
딸,stereo
동남아인,unrelated
동남아인,neutral
아프리카인,neutral
양성애자,neutral
아줌마,noStereo
아줌마,noStereo
동성애자,unrelated
미용사,stereo
아줌마,stereo
할머니,stereo
여학생,antiStereo
동성애자,antiStereo
남편,stereo
남편,neutral
남편,stereo
엄마,neutral
엄마,neutral
엄마,neutral
양성애자,neutral
양성애자,unrelated
피아니스트,neutral
아저씨,antiStereo
아저씨,neutral
아들,neutral
동남아인,neutral
여학생,antiStereo
트랜스젠더,neutral
농부,antiStereo
할아버지,stereo
